transaction_text,merchant,amount,date,label
Online payment to ajio NEFT3240,ajio,2635.5,2025-07-09,shopping
Txn 83747: olax4780.6,ola,4780.6,2024-11-20,travel
UPI payment to bwssb@ybl,bwssb,4228.43,2025-03-20,utilities
Online payment to dominos,dominos,689.62,2024-12-04,restaurants
Txn 94964: swiggy 2230.3,swiggy,2230.3,2025-04-26,restaurants
payMENt to relIaNCe fREsh viA NETbANkiNg,reliance fresh,703.92,2025-07-07,groceries
POS myntra 487 TXN,myntra,487.18,2025-02-03,shopping
purChasE nykAA rEF#7498,nykaa,652.88,2025-09-16,shopping
purchaye tata power ref#7442,tata power,3314.4,2025-07-29,utilities
UPI payment to hotstar@ybl,hotstar,1059.09,2025-04-29,entertainment
DEBIT CARD MORE SUPERMARKET 4627 POS4491,more supermarket,4627.36,2025-06-10,groceries
Txn 82469: uber 3380.87,uber,3380.87,2025-02-10,travel
DEBIT CARD MYNTRA 2768,myntra,2768.34,2025-09-06,shopping
UPI payment to bwssb@ybl,bwssb,4344.93,2024-12-15,utilities
DEBIT CARD TATA POWER 231,tata power,231.39,2025-01-30,utilities
DEBIT CARD AJIO 2590,ajio,2590.63,2025-03-19,shopping
DEBIT CARD VODAFONE 4265,vodafone,4265.27,2025-02-24,utilities
PAYMENT TO irctc VIA NETBANKING,irctc,1524.75,2025-04-08,travel
POS amazon 1366 TXN,amazon,1366.19,2025-02-05,shopping
Txn 96752: vodafonex4759.14,vodafone,4759.14,2025-05-31,utilities
POS ola 3147 TXN Online8360,ola,3147.62,2024-11-19,travel
IMPS transfer to goibibo,goibibo,3804.32,2025-08-25,travel
DEBIT CARu AIRTEL BROADBAND 1729,airtel broadband,1729.61,2025-01-26,utilities
bttflin *8833 POS Txn,netflix,4865.08,2025-07-04,entertainment
Online payment to uber,uber,1662.52,2025-07-09,travel
UPI payment to vendikin@ybl,vendikin,2694.42,2025-09-25,restaurants
PAYMENT TO bescom VIA NETBANKING,bescom,1803.44,2025-06-27,utilities
PURCHASE nykaa Ref#2283,nykaa,3546.32,2025-08-10,shopping
PAYMENT TO bwssb VIA NETBANKING,bwssb,2065.77,2024-11-13,utilities
PUrchasE TatA POwEr REf#7167,tata power,3086.74,2025-03-11,utilities
airtel bRoadbanD *8119 POS tXn,airtel broadband,2539.02,2025-06-07,utilities
DEBIT CARD KFC 2785,kfc,2785.04,2025-09-23,restaurants
PAYMENT TO HOTSTAR VIA NETBAFKING,hotstar,3443.27,2025-05-25,entertainment
IMPS transfer to zomato Ref612,zomato,3351.0,2025-08-25,restaurants
PAYMENT TO tata power VIA NETBANKING,tata power,2832.64,2025-09-14,utilities
PURCHASE mcdonalds Ref#3147,mcdonalds,2396.19,2025-03-24,restaurants
Online payment to reliance fresh,reliance fresh,3189.32,2025-06-12,groceries
UPI PAYMENT TO KFC@YBL,kfc,84.99,2025-01-05,restaurants
debit card hotstar 3894,hotstar,3894.37,2025-10-06,entertainment
flipkart *9054 POS Txn,flipkart,2681.73,2025-02-07,shopping
POS spotimy 4631 TXN,spotify,4631.56,2025-02-19,entertainment
Online payment to myntra,myntra,563.64,2025-02-06,shopping
Online payment to vodafone,vodafone,4287.23,2025-08-06,utilities
PAYMENT TO more supermarket VIA NETBANKING,more supermarket,4531.91,2025-04-09,groceries
Onpine payment to swiggy,swiggy,4441.82,2025-06-02,restaurants
UPI payment to zee5@ybl,zee5,4137.36,2025-08-05,entertainment
IMPS transfer to dmart,dmart,3932.23,2025-04-14,groceries
goibibo *2284 POS Txn,goibibo,3934.6,2025-03-02,travel
UPI payment to irctc@ybl,irctc,2635.9,2025-08-28,travel
DeBIt cArd VENDIkiN 4337,vendikin,4337.53,2025-02-01,restaurants
DeBit CArD HotStar 1217,hotstar,1217.86,2024-12-03,entertainment
ola *1277 POS Txn TXN6960,ola,3190.58,2024-12-10,travel
POS spotify 1073 TXN,spotify,1073.5,2025-03-02,entertainment
UPI payment to zomato@ybl,zomato,3803.96,2025-03-27,restaurants
IMPS transfer to reliance fresh,reliance fresh,4305.75,2025-07-16,groceries
Txn 95775: mcdonalds 1811.31,mcdonalds,1811.31,2025-04-01,restaurants
UPI PAYMENT TO GOIBIBO@YBL,goibibo,4131.12,2025-09-18,travel
upi payment to spotify@ybl,spotify,4039.3,2025-04-08,entertainment
dmarta*7i96 pos txn,dmart,2534.38,2025-06-18,groceries
IMPS transfer to spotify POS6810,spotify,2333.13,2025-07-23,entertainment
Txn 14135: netflix 4553.86,netflix,4553.86,2025-01-02,entertainment
Txn 14050: dmart 1590.62,dmart,1590.62,2025-01-14,groceries
Txn 86257: mcdonalds 930.77,mcdonalds,930.77,2025-02-20,restaurants
Txn 65664: flipkart 1214.96,flipkart,1214.96,2024-12-24,shopping
IMPS transfer to bookmyshow,bookmyshow,2037.14,2024-12-30,entertainment
DEBIT CARD UBER 2537,uber,2537.66,2025-04-12,travel
PURCHASE kfc Ref#5936,kfc,3917.25,2025-04-10,restaurants
Txn 96271: big bazaar 2306.35,big bazaar,2306.35,2024-11-19,groceries
IMPS transfer to uber,uber,1492.37,2024-11-07,travel
POS myntra 3816 TXN,myntra,3816.66,2025-06-24,shopping
Txn 53369: bookmyshow 245.34,bookmyshow,245.34,2025-06-01,entertainment
PAYMENT TO spotify VIA NETBANKING,spotify,2837.42,2025-10-13,entertainment
UPI pdyment to vodafone@ybl,vodafone,4410.1,2025-10-11,utilities
UPI PAYMENT TO TATA POWER@YBL,tata power,4254.31,2025-03-06,utilities
Txn 53797: vendikin 4896.7,vendikin,4896.7,2025-10-31,restaurants
PAYMENT TO bookmyshow VIA NETBANKING,bookmyshow,1083.05,2024-12-23,entertainment
UjI payment to indigo@yba,indigo,1391.91,2025-03-09,travel
ONLINE PAYMENT TO BESCOM,bescom,3319.85,2025-07-31,utilities
Online payment to more supermarket,more supermarket,4403.49,2024-11-09,groceries
PURCHASE INDIGO REF#8200,indigo,4302.26,2024-12-10,travel
oNLiNE pAYMEnt To MCDonAldS,mcdonalds,3642.86,2025-07-13,restaurants
Txn 31346: netflix 162.46,netflix,162.46,2024-11-08,entertainment
PURCHASE spotify Ref#1462,spotify,3558.75,2025-08-25,entertainment
POS spotify 4698 TXN,spotify,4698.89,2025-06-25,entertainment
Online Payment To Airtel Broadband,airtel broadband,4430.81,2024-12-31,utilities
big bazaar *7897 POS Txn,big bazaar,2271.52,2025-09-06,groceries
UPI payment to spotify@ybl,spotify,1819.99,2025-01-31,entertainment
Imps Transfer To Ajio,ajio,1103.51,2025-07-02,shopping
DEBIT CARD VODAFONE 2144,vodafone,2144.29,2025-01-03,utilities
DEBIT CARD MCDONALDS 3943,mcdonalds,3943.76,2024-12-16,restaurants
DEBIT CARD DOMINOS 2840,dominos,2840.18,2025-10-03,restaurants
bwssb *6388 POS Txn,bwssb,857.88,2025-02-09,utilities
Online payment to bookmyshow,bookmyshow,1085.16,2025-03-02,entertainment
ONLINE PAYMENT TO KFC,kfc,1115.58,2025-05-22,restaurants
IMPS transfer to dmart,dmart,4301.46,2024-11-16,groceries
IMPS transfer to flipkart,flipkart,906.67,2024-12-23,shopping
txn 69388: nykya 109v.49 ref9849,nykaa,1094.49,2025-09-09,shopping
PAYMENT TO myntra VIA NETBANKING,myntra,581.62,2025-01-12,shopping
UPI payment to dominos@ybl,dominos,1512.1,2025-02-13,restaurants
Online Payment To Amazon,amazon,4042.71,2025-01-26,shopping
Online payment to spotify,spotify,804.62,2024-12-12,entertainment
DEBIT CARD INDIGO 1272,indigo,1272.88,2025-10-14,travel
Txn 13650: uber 737.38,uber,737.38,2025-02-08,travel
IMPS transfer to goibibo,goibibo,2906.0,2025-07-06,travel
Payment To Vendikin Via Netbanking,vendikin,4192.31,2025-03-21,restaurants
Online payment to amazon,amazon,4588.41,2025-01-15,shopping
Txn 17840: Goibibo 1002.82,goibibo,1002.82,2025-04-08,travel
POS ajio 2112 TXN,ajio,2112.62,2025-10-21,shopping
Online payment to uber PAY7056,uber,4493.64,2024-11-09,travel
IMPS transfer to flipkart,flipkart,3172.61,2025-07-29,shopping
DEBIT CARD IRCTC 3796,irctc,3796.71,2025-04-16,travel
UPI payment to mcdonalds@ybl UPI9133,mcdonalds,166.24,2025-10-27,restaurants
imps transfer to zee5 pos4974,zee5,2438.67,2025-08-13,entertainment
imPS transfER TO BOokMYshOw,bookmyshow,1961.55,2024-11-22,entertainment
POS tata power 3621 TXN,tata power,3621.45,2025-09-04,utilities
POS BWSSB 3147 TXN,bwssb,3147.57,2025-03-28,utilities
Online Payment To Bigsbazaar,big bazaar,4077.44,2025-03-07,groceries
PAYMENT TO airtel broadband VIA NETBANKING,airtel broadband,4190.2,2025-08-15,utilities
Pos Indigo 1179 Txn,indigo,1179.77,2025-08-22,travel
Online payment to myntra,myntra,4841.78,2025-05-17,shopping
DEBIT CARD DMART 2650,dmart,2650.63,2025-03-31,groceries
PAYMENT TO nykaa VIA NETBANKING,nykaa,2166.19,2025-08-31,shopping
purChASe BeSCOm rEf#1489,bescom,952.78,2025-05-12,utilities
hxn 39082: bookmyshow 1245.33,bookmyshow,1245.33,2025-04-08,entertainment
DEBIT CARD BWSSB 1728,bwssb,1728.25,2025-01-17,utilities
Online payment to amazon,amazon,871.17,2025-02-09,shopping
PURCHASE spencers Ref#8859,spencers,596.42,2025-08-16,groceries
UPI payment to bescom@ybl,bescom,4322.89,2024-11-12,utilities
AMAZON *4844 POS TXN,amazon,2365.45,2025-06-18,shopping
DEBIT CARD KFC 2763,kfc,2763.23,2025-05-07,restaurants
POS amazon 1760 TXN,amazon,1760.95,2025-10-13,shopping
POS dominos 1959 TXN,dominos,1959.81,2025-01-18,restaurants
IMPSttcansfer tg mcdonalds,mcdonalds,104.72,2024-11-11,restaurants
debit card bescom 3796,bescom,3796.46,2025-10-08,utilities
DEBIT CARD GOIBIBO 2071,goibibo,2071.24,2024-11-24,travel
ONLINE PAYMENT TT BIG BAZAAR,big bazaar,1782.88,2025-08-07,groceries
PURCHASE zee5 Ref#1857,zee5,2101.31,2025-03-21,entertainment
Online payment to myntra,myntra,3960.08,2024-11-18,shopping
Txn 76420: Amazon 308.4,amazon,308.4,2024-12-24,shopping
Online payment to ajio,ajio,2904.33,2025-01-23,shopping
IMPS TRANSFER TO MYNTRA,myntra,4818.07,2025-07-19,shopping
UPI payment to uber@ybl,uber,2830.44,2025-01-09,travel
Online paymenu to dominos,dominos,3314.37,2025-04-21,restaurants
Purchase Bescom Ref#6872,bescom,1888.33,2025-03-16,utilities
PURCHASE vodafone Ref#8276,vodafone,3863.81,2025-06-30,utilities
IMPS transfer to amazon,amazon,2902.42,2025-08-09,shopping
PAYMENT TO indigo VIA NETBANKING,indigo,1959.46,2025-10-25,travel
nPIwpayment to tvctc@ybl Ref3192,irctc,2642.87,2024-12-24,travel
IMPS transfer to swiggy,swiggy,242.04,2025-05-01,restaurants
online payment to dominos,dominos,2862.76,2025-09-13,restaurants
spencers *7536 POS Txn,spencers,136.04,2025-09-18,groceries
Txnf86e73: yla 3664.71,ola,3664.71,2025-05-10,travel
Online payment to ola,ola,1923.23,2024-11-26,travel
hotstar *6113 POS Txn,hotstar,3829.67,2024-11-25,entertainment
Online payment to ola,ola,3631.83,2024-12-02,travel
DEBIT CARD VENDIKIN 3765,vendikin,3765.34,2025-06-16,restaurants
Txn 77355: ola 3803.63,ola,3803.63,2025-03-05,travel
Online payment to bookmyshow,bookmyshow,2406.45,2025-08-29,entertainment
PURCHASE irctc Ref#5603,irctc,2169.83,2025-01-26,travel
PAYMENT TO swiggy VIA NETBANKING,swiggy,580.1,2025-08-20,restaurants
UPI payment to bwssb@ybl,bwssb,1844.75,2025-06-19,utilities
PAYMENT TO dmart VIA NETBANKING,dmart,178.27,2024-11-11,groceries
DEBIT CARD KFC 171,kfc,171.32,2024-12-17,restaurants
dEbIt carD neTFlIx 1343,netflix,1343.82,2025-07-09,entertainment
UPI payment to kfc@ybl,kfc,4041.71,2024-11-30,restaurants
DEBIT CARD ZEE5 4548,zee5,4548.95,2025-06-18,entertainment
Txn 83669: bwssb 447.51,bwssb,447.51,2025-04-15,utilities
UPI payment to goibibo@ybl Online9131,goibibo,2255.46,2025-04-16,travel
Online payment to irctc,irctc,1437.76,2025-02-24,travel
indigo *7850 POS Txn,indigo,3979.23,2025-01-18,travel
PAYMENT TO amazon VIA NETBANKING,amazon,1791.5,2025-08-28,shopping
IMPS transfer to mcdonalds,mcdonalds,2873.32,2025-09-29,restaurants
Online payment to airtel broadband,airtel broadband,1793.83,2025-09-17,utilities
PURCHASE irctc Ref#9854 PAY2216,irctc,1690.97,2025-05-06,travel
Txn 84797: bookmyshow 241.97,bookmyshow,241.97,2024-12-15,entertainment
UPI payment to abazon@ybl,amazon,1289.97,2024-12-29,shopping
DEBIT CARD ZOMATO 1239,zomato,1239.43,2025-04-01,restaurants
Online payment to myntru,myntra,3756.31,2025-01-03,shopping
DEBIT CARD SPOTIFY 1261,spotify,1261.18,2025-09-22,entertainment
IMPS transfer to bookmyshow Online2102,bookmyshow,502.11,2025-04-27,entertainment
Txn 48971: dominos 1144.02 POS437,dominos,1144.02,2025-08-08,restaurants
Txn 36882: dominos 3189.72,dominos,3189.72,2025-08-16,restaurants
PAYMENT TO myntra VIA NETBANKING,myntra,1053.23,2025-03-22,shopping
IMPS transfer to spotify,spotify,3185.8,2025-06-27,entertainment
big bazaar *5662 POS Txn,big bazaar,1255.65,2025-10-27,groceries
Debit Card Zee5 3293,zee5,3293.15,2025-01-06,entertainment
Onlinu payment to big bazaar PAY4283,big bazaar,481.85,2025-10-20,groceries
Txn 72002: hotstar 1989.93,hotstar,1989.93,2025-06-02,entertainment
PAYMENT TO flipkart VIA NETBANKING,flipkart,3616.22,2025-01-13,shopping
Pos Indigo 1511 Txn,indigo,1511.62,2025-10-30,travel
UPI paymentyto dmart@ybl,dmart,3295.73,2025-02-17,groceries
tata power *3900 POS Txn,tata power,2177.5,2025-02-15,utilities
PAYMENT TO airtel broadband VIA NETBANKING TXN9765,airtel broadband,4341.31,2025-05-30,utilities
IMPS transfer to bescom,bescom,4061.85,2025-07-08,utilities
PAYMENT TO dominos VIA NETBANKING POS310,dominos,4155.98,2024-12-10,restaurants
ODLINE PAYCENT TOOHOTSTAR,hotstar,3967.34,2025-08-14,entertainment
Txn 36975: myntra 1432.26,myntra,1432.26,2025-09-19,shopping
PURCHASE big bazaar Ref#6803,big bazaar,1716.52,2025-07-25,groceries
DEBIT CARD NETFLIX 1509,netflix,1509.63,2025-01-25,entertainment
Purchase Bwssb Ref#8563,bwssb,642.53,2025-01-03,utilities
Imps Transfer To Spencers,spencers,1276.36,2024-12-09,groceries
Payment To Mcdonalds Via Netbanking,mcdonalds,2337.08,2025-04-16,restaurants
UPI PAYMENT TO INDIGO@YBL,indigo,798.94,2024-12-25,travel
PURCHASE goibibo Ref#5643,goibibo,3952.57,2025-06-17,travel
IMPS transfer to airtel broadband,airtel broadband,2531.13,2025-05-30,utilities
Online payment to uber,uber,4395.59,2025-09-15,travel
UPI payndnt to vendikin@ybl,vendikin,1782.19,2025-09-21,restaurants
Txnq90115: bwssb 1385.82,bwssb,1385.82,2025-05-09,utilities
kURCHASE spotify Ref#6852,spotify,1830.16,2025-10-24,entertainment
IMPS transfer to uber,uber,3439.19,2025-10-03,travel
PAYMENT TO uber VIA NETBANKING,uber,1509.63,2025-02-27,travel
IMPS transfer to indigo,indigo,1525.85,2024-11-15,travel
Online payment to ajio,ajio,4608.33,2025-02-15,shopping
Onlcne payment uo goibibo PAY1553,goibibo,1866.72,2024-11-10,travel
IMPS transfer to amazon,amazon,3869.3,2025-04-15,shopping
UPI payment to bookmyshow@ybl,bookmyshow,609.86,2025-03-10,entertainment
imps transfer to swiggy,swiggy,3691.23,2025-07-01,restaurants
UPI payment to zomato@ybl,zomato,431.74,2024-12-11,restaurants
SWIGGD *3194 POS TXN,swiggy,4230.12,2025-03-20,restaurants
Txn 54214: Bwssb 2809.48,bwssb,2809.48,2025-04-16,utilities
PAYMENT TO tata power VIA NETBANKING,tata power,119.85,2025-06-13,utilities
Txn 93283: reliance fresh 4104.89,reliance fresh,4104.89,2025-08-12,groceries
UPI payment to airtel broadband@ybl,airtel broadband,2615.81,2024-11-11,utilities
PAYMENT TO amazon VIA NETBANKING,amazon,3012.02,2025-08-25,shopping
DEBIT CARD OLA 3513,ola,3513.22,2025-07-10,travel
DEBIT CARD HOTSTAR 182,hotstar,182.09,2025-08-18,entertainment
PURCHASE hotstar Ref#2877,hotstar,1946.62,2025-02-13,entertainment
pos ajio 420 txn pos280,ajio,420.44,2025-04-19,shopping
UPI payment to swiggy@ybl,swiggy,4845.68,2025-03-15,restaurants
upi payment to tata power@ybl,tata power,614.64,2025-02-06,utilities
Online payment to indigo,indigo,2720.82,2025-08-23,travel
payment to flipkart via netbanking,flipkart,3204.24,2025-07-07,shopping
POS goibibo 1241 TXN,goibibo,1241.7,2025-02-12,travel
PURCHASE airtel broadband Ref#8098,airtel broadband,74.46,2025-10-20,utilities
Online payment to big bazaar,big bazaar,3135.98,2025-08-09,groceries
PAYMENT TO tata power VIA NETBANKING,tata power,3868.6,2025-01-28,utilities
Upi Payment To Ola@Ybl,ola,1216.33,2025-02-03,travel
IMPS transfer to vodafone,vodafone,1198.71,2025-07-05,utilities
PURCHASE airtel broadband Ref#1325,airtel broadband,4376.78,2024-12-05,utilities
netflix *2334 POS Txn,netflix,3852.36,2025-03-08,entertainment
IMPS transfer to myntra,myntra,3450.93,2025-03-30,shopping
Txn 54567: spencers 842.16,spencers,842.16,2025-09-03,groceries
POS ajio 2315 TXN,ajio,2315.23,2025-04-04,shopping
UPI PAYMENT TO OLA@YBL,ola,146.66,2025-08-11,travel
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,2223.9,2025-10-10,groceries
POS spotify 246 TXN,spotify,246.29,2025-05-16,entertainment
PURCHASE amazon Ref#9996,amazon,3754.08,2025-11-02,shopping
UPI payment to dmart@ybl,dmart,1368.16,2025-01-06,groceries
DEBIT CARD MYNTRA 1932,myntra,1932.54,2025-08-04,shopping
payment to irctc via netbanking,irctc,2905.48,2025-07-31,travel
DEBIT CARD AJIO 3027 UPI7061,ajio,3027.17,2025-03-30,shopping
IMpS tRAnSFer To oLa imPs4854,ola,2176.83,2025-06-28,travel
imPs traNSfER To dMArT,dmart,696.25,2025-08-07,groceries
Txn 68277: zee5 2008.18,zee5,2008.18,2025-05-24,entertainment
Txn 94346: zomato 1831.43,zomato,1831.43,2025-02-16,restaurants
Online payment to spencers,spencers,2376.35,2025-07-25,groceries
UPI payment to hotstar@ybl,hotstar,2392.18,2025-05-31,entertainment
purchase ola ref#5416,ola,430.81,2025-04-23,travel
DEBIT CARD IRCTC 4777,irctc,4777.19,2025-06-15,travel
POS zee5 1619 TXN,zee5,1619.94,2025-10-22,entertainment
DEBIT CARD NYKAA 4344,nykaa,4344.21,2025-07-21,shopping
PURCHASE tata power Ref#5791,tata power,4474.98,2025-05-15,utilities
PURCHASE vodafone Ref#7577,vodafone,1592.19,2025-05-04,utilities
PURCHASE tata power Ref#8055,tata power,3768.47,2025-04-12,utilities
Online payment to swiggy,swiggy,2804.48,2025-05-29,restaurants
UPI payment to more supermarket@ybl,more supermarket,4335.88,2025-07-09,groceries
DEBIT CARD DMART 1341,dmart,1341.66,2025-02-14,groceries
Txn 90922: myntra 1930.89,myntra,1930.89,2025-02-17,shopping
IMPS transfer to bwssb,bwssb,4810.2,2025-09-21,utilities
POS mcdonalds 187 TXN,mcdonalds,187.44,2025-08-11,restaurants
goibibo *6310 POS Txn,goibibo,196.2,2025-07-16,travel
txn 43162: indigo 3763.89,indigo,3763.89,2025-07-06,travel
payment to dmart via netbanking,dmart,4471.12,2025-03-21,groceries
UPI payment to uber@ybl,uber,436.6,2025-07-01,travel
POS uber 831 TXN,uber,831.06,2025-09-20,travel
IMPS transfer to reliance fresh,reliance fresh,3302.74,2025-07-26,groceries
PAYMENT TO more supermarket VIA NETBANKING NEFT8979,more supermarket,2342.1,2025-02-04,groceries
DEBIT CARD NETFLIX 1254 Ref9106,netflix,1254.02,2025-04-01,entertainment
Txn 37632: myntra 4422.8,myntra,4422.8,2025-07-27,shopping
PAYMENT TO swiggy VIA NETBANKING,swiggy,4800.41,2024-11-07,restaurants
DEBIT CARD BOOKMYSHOW 106,bookmyshow,106.97,2025-04-07,entertainment
POS dmart 4536 TXN,dmart,4536.21,2025-07-25,groceries
PAYMENT TO zomato VIA NETBANKING,zomato,3706.43,2025-03-08,restaurants
PURCHASE nykaa Ref#2742,nykaa,3789.75,2024-11-25,shopping
PURCHASE spotify Ref#7434 TXN2188,spotify,2505.31,2024-12-03,entertainment
PAYMENT TO more supermarket VIA NETBANKING,more supermarket,1081.37,2025-06-24,groceries
UPI payment to myntra@ybl,myntra,748.73,2024-12-19,shopping
Txn 74838: hotsthr 1396.83,hotstar,1396.83,2025-06-18,entertainment
oNLINe PayMENt to ZomATO,zomato,415.39,2025-06-19,restaurants
Online payment to indigo,indigo,1794.91,2025-02-26,travel
Online payment to netflix,netflix,4110.42,2025-08-13,entertainment
UPI payment to bwssb@ybl,bwssb,3773.85,2025-02-12,utilities
Txn 30972: ajio 3329.75,ajio,3329.75,2025-09-11,shopping
Online payment to vendikin,vendikin,4606.73,2025-08-17,restaurants
DEBIT CARD ivNTRA 1339,myntra,1339.21,2025-02-05,shopping
DEBIT CARD SWIGGY 2389,swiggy,2389.12,2025-05-30,restaurants
DEBIT CARD IRCTC 3133 TXN7751,irctc,3133.35,2025-08-04,travel
amazon *6910 POS Txn POS3328,amazon,4206.45,2025-10-25,shopping
PoS NetfLIX 3609 TXn,netflix,3609.93,2025-07-18,entertainment
POS netflix 1800 TXN,netflix,1800.84,2025-01-22,entertainment
Txn 35607: zomato 3672.88 Online6523,zomato,3672.88,2024-12-04,restaurants
DEBIT CARD AJIO 3910 PAY177,ajio,3910.6,2025-03-25,shopping
PAYMENT TO netflix VIA NETBANKING,netflix,520.62,2025-02-22,entertainment
Txn 13955: spotify 2237.63,spotify,2237.63,2025-05-04,entertainment
IMPS transfer to uber,uber,1442.53,2025-06-24,travel
POS DMART 1632 TXN TXN8146,dmart,1632.59,2025-07-25,groceries
PAYMENTnTO indigo VIA NETBANxING,indigo,3106.35,2025-06-14,travel
flipkmfh *9i54 POS Txn,flipkart,4083.22,2025-05-11,shopping
zomaxo *7272 POS kxn,zomato,1037.27,2025-07-04,restaurants
Txn o0971: irctc 3142.66,irctc,3142.66,2025-02-22,travel
paydent po mcdonglds via netbanking,mcdonalds,1156.55,2025-02-09,restaurants
Txn 84363: tata power 4338.99,tata power,4338.99,2025-03-05,utilities
spencers *7019 POS Txn,spencers,4221.65,2025-07-25,groceries
DEBIT CARD FLIPKART 2727,flipkart,2727.06,2025-06-13,shopping
ONLINE PAYMENT TO NYKAA,nykaa,4822.05,2025-07-14,shopping
IMPS transfer to tata power,tata power,1806.07,2025-07-14,utilities
POS swiggy 2419 TXN,swiggy,2419.38,2024-12-14,restaurants
Txn 78313: myntra 4017.53,myntra,4017.53,2025-04-10,shopping
DEBIT CARD AJIO 442,ajio,442.76,2025-06-04,shopping
UPI payment to bookmyshow@ybl,bookmyshow,849.73,2025-10-13,entertainment
PURCHASE irctc Ref#1919,irctc,1752.45,2025-03-06,travel
PURCHASE spotify Ref#8542,spotify,798.2,2025-01-28,entertainment
PURCHASE uber Ref#3432 PAY4067,uber,2535.83,2025-02-16,travel
